OBJECTID,YEAR_,FIRE_NAME,CAUSE,GIS_ACRES
27014,1921,Unnamed,Miscellaneous,753.50439453
27015,1921,Unnamed,Miscellaneous,660.93719482
27016,1921,Unnamed,Unknown/Unidentified,4989.47558594
27017,1921,Unnamed,Unknown/Unidentified,412.1222229
27018,1921,Unnamed,Unknown/Unidentified,92.43249512
27019,1921,Unnamed,Unknown/Unidentified,347.84939575
27020,1921,Unnamed,Unknown/Unidentified,502.19763184
27021,1921,Unnamed,Unknown/Unidentified,1062.08691406
27022,1921,Unnamed,Unknown/Unidentified,54.33777618
27023,1921,Unnamed,Unknown/Unidentified,334.06884766
27024,1921,Unnamed,Unknown/Unidentified,623.86828613
27025,1921,Unnamed,Unknown/Unidentified,76.54902649
27026,1921,Unnamed,Unknown/Unidentified,51.15187454
27027,1921,Unnamed,Unknown/Unidentified,1522.08312988
27028,1921,Unnamed,Unknown/Unidentified,108.69454193
27029,1921,Unnamed,Unknown/Unidentified,551.30725098
27030,1923,Unnamed,Unknown/Unidentified,103.79290771
27031,1923,Unnamed,Unknown/Unidentified,418.83596802
27032,1923,Unnamed,Miscellaneous,699.90899658
27033,1923,Unnamed,Miscellaneous,505.84686279
27034,1923,Unnamed,Miscellaneous,1225.64929199
27035,1923,Unnamed,Miscellaneous,372.22167969
27036,1923,Unnamed,Miscellaneous,551.17077637
27037,1923,Unnamed,Miscellaneous,54.44579697
27038,1923,Unnamed,Miscellaneous,963.27941895
27039,1923,Unnamed,Miscellaneous,287.93838501
27040,1923,Unnamed,Miscellaneous,146.85992432
27041,1923,Unnamed,Miscellaneous,87.14356232
27042,1923,Unnamed,Unknown/Unidentified,2150.16455078
27043,1923,Unnamed,Unknown/Unidentified,238.7305603
27044,1923,Unnamed,Unknown/Unidentified,1174.06079102
27045,1923,Unnamed,Unknown/Unidentified,248.22125244
27046,1923,Unnamed,Unknown/Unidentified,79.7984314
27047,1923,Unnamed,Unknown/Unidentified,994.99035645
27048,1923,Unnamed,Unknown/Unidentified,37.73076248
27049,1923,Unnamed,Unknown/Unidentified,108.35822296
27050,1923,Unnamed,Unknown/Unidentified,47.49925995
27051,1923,Unnamed,Unknown/Unidentified,1461.11157227
27052,1923,Unnamed,Unknown/Unidentified,58.04665375
27053,1923,SLATE CREEK,Lightning,3.98299885
27054,1923,Unnamed,Unknown/Unidentified,4.97901392
27055,1923,Unnamed,Unknown/Unidentified,8.46425533
27056,1923,Unnamed,Unknown/Unidentified,49.78821564
27057,1923,Unnamed,Unknown/Unidentified,3.98313284
27058,1924,Unnamed,Unknown/Unidentified,1727.91125488
27059,1924,Unnamed,Unknown/Unidentified,202.14793396
27060,1931,Unnamed,Miscellaneous,108.20800781
27061,1931,Unnamed,Miscellaneous,101.87428284
27062,1931,Unnamed,Miscellaneous,155.20729065
27067,1931,Unnamed,Miscellaneous,681.30273438
27068,1931,Unnamed,Miscellaneous,1218.74072266
27069,1931,Unnamed,Miscellaneous,125.15187073
27070,1931,Unnamed,Miscellaneous,506.78607178
27071,1931,Unnamed,Miscellaneous,424.47915649
27072,1931,Unnamed,Miscellaneous,1435.01855469
27073,1931,Unnamed,Miscellaneous,836.11016846
27074,1931,Unnamed,Unknown/Unidentified,432.48690796
27075,1931,Unnamed,Miscellaneous,847.58422852
27076,1947,Unnamed,Miscellaneous,8.92605972
27077,1947,Unnamed,Lightning,27.60141945
27078,1947,PLUM VALLEY,Lightning,5.19756508
27079,1977,Unnamed,Miscellaneous,221.67172241
27080,1984,MARGARITA,Miscellaneous,129.65000916
27081,1984,BARRETT,Campfire,133.99008179
27082,1985,ROBLAR,Miscellaneous,8136.13818359
27083,1985,REY,Miscellaneous,1474.30786133
27087,1985,LOVE,Miscellaneous,187.24043274
27088,1979,DALEY,Playing with Fire,1047.44946289
27089,1979,SHADOW,Equipment Use,2601.00854492
27090,1979,CHILI BAR,Campfire,6927.48535156
27091,1979,Unnamed,Debris,23.43189812
27092,1979,Unnamed,Smoking,7.11246538
27093,1979,Unnamed,Arson,6.76335955
27094,1979,Unnamed,Smoking,24.94076729
27095,1958,HAYWARD,Unknown/Unidentified,549.17169189
27096,1958,HIWAY 4 #5,Unknown/Unidentified,4746.78515625
27097,1950,PACIFIC LUMBER CO. #7,Unknown/Unidentified,1423.87573242
27098,1950,PAPPAS,Unknown/Unidentified,1034.70349121
27099,1950,PEAVINE JCT.,Unknown/Unidentified,218.52084351
27100,1950,POOL,Unknown/Unidentified,344.83987427
27101,1950,PUBLIC DOMAIN #1,Unknown/Unidentified,618.2477417
27102,1950,PUBLIC DOMAIN #2,Unknown/Unidentified,4616.3203125
27103,1950,PUMICE MILL,Unknown/Unidentified,6455.31298828
27104,1950,QUESTO RANCH,Unknown/Unidentified,877.98059082
27105,1950,RAMELLI,Unknown/Unidentified,2178.06860352
27106,1950,RANCHERIA CREEK,Unknown/Unidentified,6515.26367188
27107,1950,RILEY,Unknown/Unidentified,365.86074829
27108,1950,WILDCAT MOUNTAIN,Unknown/Unidentified,189.23814392
27109,1950,YORKVILLE RANCH,Unknown/Unidentified,297.01516724
27110,1950,CURRAN,Unknown/Unidentified,455.65716553
27111,1950,DRY CREEK,Unknown/Unidentified,298.11907959
27112,1950,GILL #6,Unknown/Unidentified,554.72662354
27113,1950,MACK,Unknown/Unidentified,35380.453125
27114,1950,STWART MOUNTAIN,Unknown/Unidentified,652.52783203
27115,1950,THOMAS GREGORY,Unknown/Unidentified,522.77081299
27116,1954,KIDDER CREEK,Unknown/Unidentified,276.22756958
27117,1954,Unnamed,Unknown/Unidentified,128.60638428
27118,1954,AIRPORT FIRE,Unknown/Unidentified,2678.48193359
27119,1954,CLOVERDALE #2,Unknown/Unidentified,2069.12866211
27120,1954,OLINDA,Unknown/Unidentified,2514.32348633
27121,1954,PRIGMORE ESCAPE,Unknown/Unidentified,676.64691162
27122,1954,MUTH #2,Unknown/Unidentified,524.9284668
27123,1954,OAK FLAT,Unknown/Unidentified,2212.49829102
27124,1954,Unnamed,Miscellaneous,14.31673145
27125,1954,Unnamed,Miscellaneous,140.39451599
27126,1954,ELLIOTTS CORNER,Miscellaneous,537.32806396
27127,1933,Unnamed,Unknown/Unidentified,176.23448181
27128,1934,Unnamed,Miscellaneous,1117.65808105
27129,1934,Unnamed,Unknown/Unidentified,500.49273682
27130,1934,Unnamed,Miscellaneous,245.87792969
27131,1999,COTTONWOOD,Campfire,602.25683594
27132,1999,SLOANE,Unknown/Unidentified,107.12454987
27133,1999,CANAL,Unknown/Unidentified,82.28040314
27134,1950,Unnamed,Lightning,2600.56518555
27135,1950,Unnamed,Miscellaneous,3864.00830078
27136,1950,LONE ROCK VALLEY,Lightning,292.87557983
27137,1950,MILLFORD,Miscellaneous,9185.31542969
27138,1950,GARNIER,Miscellaneous,4096.64013672
27139,1950,Unnamed,Miscellaneous,106.80686188
27140,1950,Unnamed,Miscellaneous,306.23370361
27141,1950,NELSON COVE,Miscellaneous,505.45227051
27142,1950,Unnamed,Unknown/Unidentified,103.92350006
27143,1950,Unnamed,Miscellaneous,416.14505005
27144,1950,Unnamed,Lightning,380.80062866
27145,1950,Unnamed,Miscellaneous,863.11883545
27146,1950,Unnamed,Miscellaneous,924.12017822
27147,1950,Unnamed,Miscellaneous,382.83120728
27148,1950,KING GEORGE,Miscellaneous,787.99719238
27149,1950,Unnamed,Lightning,122.49591064
27150,1950,Unnamed,Lightning,26.0001049
27151,1950,Unnamed,Lightning,3256.44458008
27152,1950,Unnamed,Miscellaneous,230.15007019
27153,1950,Unnamed,Lightning,202.31240845
27154,1992,MOCASSIN,Campfire,9458.4609375
27155,1992,LIGHTNING #6,Lightning,297.30041504
27156,1929,Unnamed,Unknown/Unidentified,551.03741455
27157,1991,GEYSERS FIRE,Unknown/Unidentified,5770.71826172
27158,1991,ROAD 26,Unknown/Unidentified,2093.91821289
27159,1962,THREE SISTERS,Unknown/Unidentified,510.15081787
27160,1962,TRIPLIT,Unknown/Unidentified,1429.14282227
27161,1962,W.P.R.R. CO. #1,Unknown/Unidentified,165.25566101
27162,1962,WEBBER CREEK,Unknown/Unidentified,449.73553467
27163,1942,Unnamed,Miscellaneous,57.90791321
27164,1942,Unnamed,Miscellaneous,136.81546021
27165,1942,Unnamed,Unknown/Unidentified,7422.14794922
27166,1942,Unnamed,Unknown/Unidentified,285.31549072
27167,1942,Unnamed,Unknown/Unidentified,208.88088989
27168,1942,Unnamed,Unknown/Unidentified,1002.59173584
27169,1942,Unnamed,Miscellaneous,200.00619507
27170,1942,Unnamed,Unknown/Unidentified,1221.35229492
27171,1942,Unnamed,Unknown/Unidentified,1044.52929688
27172,1942,Unnamed,Unknown/Unidentified,625.65612793
27173,1942,Unnamed,Unknown/Unidentified,237.75630188
27174,1942,Unnamed,Miscellaneous,2771.64672852
27175,1942,Unnamed,Unknown/Unidentified,166.44514465
27176,1979,Unnamed,Unknown/Unidentified,2.08774376
27177,1979,Unnamed,Unknown/Unidentified,40.50613785
27178,1979,DAGGER FIRE/USFS,Unknown/Unidentified,769.03015137
27179,1979,MILLIE FIRE,Unknown/Unidentified,1996.29089355
27180,1979,Unnamed,Smoking,751.22735596
27181,1979,Unnamed,Miscellaneous,90.59640503
27182,1946,Unnamed,Miscellaneous,36.55570984
27183,1946,Unnamed,Lightning,292.00006104
27184,1946,Unnamed,Lightning,1289.83618164
27185,1924,Unnamed,Unknown/Unidentified,3650.13623047
27186,1924,Unnamed,Unknown/Unidentified,621.42138672
27187,1924,Unnamed,Unknown/Unidentified,511.15200806
27188,1924,Unnamed,Unknown/Unidentified,4068.05175781
27189,1946,Unnamed,Miscellaneous,209.0284729
27190,1946,Unnamed,Miscellaneous,32.2092247
27191,1946,Unnamed,Miscellaneous,52.88033676
27192,1946,Unnamed,Miscellaneous,93.60459137
27193,1946,Unnamed,Miscellaneous,43.06028366
27194,1946,Unnamed,Miscellaneous,1566.17932129
27195,1946,Unnamed,Unknown/Unidentified,341.38262939
27196,1946,Unnamed,Unknown/Unidentified,169.49076843
27197,1946,Unnamed,Unknown/Unidentified,2997.32421875
27198,1946,Unnamed,Unknown/Unidentified,151.83348083
27199,1959,DESMOND,Unknown/Unidentified,413.4286499
27200,1959,NEWELL CREEK #2,Unknown/Unidentified,1326.82678223
27201,1959,URRUTIA #2,Unknown/Unidentified,1556.46362305
27202,1959,BLIND,Unknown/Unidentified,1575.0904541
27203,1980,ELFIN,Miscellaneous,46.55610275
27204,1980,ASSIST #139,Unknown/Unidentified,53.13276291
27205,1980,OUTSIDE ORIGIN #2,Miscellaneous,74.94574738
27206,1980,ASSIST #138,Unknown/Unidentified,1174.71008301
27207,1980,POWAY #27,Miscellaneous,34.26671982
27208,1980,LAKESIDE,Miscellaneous,75.37567902
27209,1950,ROADSIDE #31,Unknown/Unidentified,146.88327026
27210,1950,UNION LUMBER CO. #2,Unknown/Unidentified,100.41674805
27211,1950,DRY LAKE,Lightning,224.74645996
27212,1999,RAILROAD,Campfire,149.11315918
27213,1999,GLORIA,Unknown/Unidentified,2232.75952148
27214,1999,BORDER #70,Campfire,118.48069
27215,1999,PROCTOR,Arson,1460.06445313
27216,1999,SHELTER,Equipment Use,137.03372192
27217,1999,CAMPO,Unknown/Unidentified,864.49072266
27218,1999,FAITH,Arson,9.49241352
27219,1999,UPPER COON,Equipment Use,30.04484749
27220,1928,Unnamed,Unknown/Unidentified,162.86203003
27223,1991,TURKEY RUN,Unknown/Unidentified,515.80206299
27224,1991,Unnamed,Campfire,398.86849976
27225,1991,Unnamed,Lightning,10.81297493
27226,1991,DUTCH,Lightning,268.67959595
27227,1979,Unnamed,Unknown/Unidentified,144.01785278
27228,1979,Unnamed,Arson,286.52261353
27229,1979,SAGE,Unknown/Unidentified,118.00580597
27230,1979,BURRO,Unknown/Unidentified,22.04309273
27231,1979,Unnamed,Unknown/Unidentified,689.72637939
27232,1979,BURRO/MOR 59,Unknown/Unidentified,1037.27575684
27233,1979,Unnamed,Unknown/Unidentified,2536.40380859
27234,1979,Unnamed,Unknown/Unidentified,47.44348526
27235,1979,Unnamed,Unknown/Unidentified,91.92919159
27236,1979,Unnamed,Unknown/Unidentified,47.47544479
27237,1979,Unnamed,Unknown/Unidentified,2248.74194336
27238,1979,Unnamed,Unknown/Unidentified,76.60346985
27239,1979,Unnamed,Unknown/Unidentified,130.43605042
27240,1979,Unnamed,Campfire,223.34996033
27241,1979,Unnamed,Unknown/Unidentified,23.73262787
27242,1969,FORT,Debris,2.78819323
27243,1969,BEAR,Lightning,6.5720787
27244,1969,JUMP,Lightning,2.48953056
27245,1969,SIGNAL,Lightning,5.97452164
27246,1969,SURPRISE,Lightning,24.47765541
27247,1969,GROUSE,Lightning,289.16381836
27248,1969,GO,Equipment Use,298.0630188
27249,1969,DEER PEN,Lightning,8.97659206
27250,1969,SPUR 900,Lightning,31.78822708
27251,1969,ALLEN,Equipment Use,21.03915215
27252,1969,LITTLE NORTH FORK,Equipment Use,198.46307373
27253,1974,Unnamed,Unknown/Unidentified,21.46702003
27254,1974,Unnamed,Unknown/Unidentified,102.32407379
27255,1974,Unnamed,Unknown/Unidentified,4.55527639
27256,1974,Unnamed,Unknown/Unidentified,4.14671707
27257,1974,Unnamed,Unknown/Unidentified,112.00319672
27258,1974,Unnamed,Unknown/Unidentified,7.90830946
27259,1974,Unnamed,Unknown/Unidentified,24.19136047
27260,1974,Unnamed,Unknown/Unidentified,30.352005
27261,1974,Unnamed,Unknown/Unidentified,15.73965454
27262,1924,Unnamed,Unknown/Unidentified,596.45666504
27263,1924,Unnamed,Unknown/Unidentified,4760.21923828
27264,1924,Unnamed,Unknown/Unidentified,1008.98504639
27265,1924,Unnamed,Unknown/Unidentified,751.05108643
27266,1924,Unnamed,Unknown/Unidentified,557.97937012
27267,1924,Unnamed,Unknown/Unidentified,42.96757507
27268,1924,Unnamed,Miscellaneous,24.62182617
27269,1924,Unnamed,Miscellaneous,119.4180603
27270,1924,Unnamed,Miscellaneous,8603.44726563
27271,1924,Unnamed,Miscellaneous,172.43591309
27272,1924,Unnamed,Miscellaneous,110.79940796
27273,1924,Unnamed,Miscellaneous,7.57552528
27274,1924,Unnamed,Miscellaneous,12523.04003906
27275,1924,Unnamed,Miscellaneous,22.41762543
27276,1924,Unnamed,Miscellaneous,131.37550354
27277,1924,Unnamed,Miscellaneous,12.65749073
27278,1924,Unnamed,Miscellaneous,1.19134891
27279,1924,Unnamed,Miscellaneous,74.93028259
27280,1924,Unnamed,Miscellaneous,229.34761047
27281,1924,Unnamed,Miscellaneous,10.72002316
27282,1924,Unnamed,Miscellaneous,84.89967346
27283,1924,WINDY POINT,Smoking,2.48947477
27284,1924,CAMP CREEK #1,Debris,5.97453928
27285,1924,CRAWFORD CREEK #2,Debris,89.61896515
27286,1924,CRAWFORD CREEK #3,Debris,99.57674408
27287,1924,CAMP CREEK #2,Debris,6.97025967
27288,1924,CRAWFORD #5,Debris,9.95795345
27289,1924,CRAWFORD CREEK #6,Lightning,4.97865391
27290,1924,Unnamed,Unknown/Unidentified,299.72796631
27291,1924,Unnamed,Unknown/Unidentified,8.46401978
27292,1925,Unnamed,Unknown/Unidentified,48.52305984
27293,1925,Unnamed,Unknown/Unidentified,96.00376129
27294,1925,Unnamed,Unknown/Unidentified,1184.95117188
27295,1925,Unnamed,Unknown/Unidentified,407.05337524
27296,1925,CEMENT HILL,Miscellaneous,35.77017975
27297,1925,TEXAS CANYON,Miscellaneous,41.48744202
27298,1925,Unnamed,Lightning,37.48285294
27299,1925,CEMENT HILL,Miscellaneous,11.89702892
27300,1925,DEADMAN'S FLAT,Lightning,188.86032104
27301,1925,DAVIS,Lightning,20.245647429999998
27302,1927,BLUFF CREEK,Lightning,5656.38525391
27303,1927,BLUFF CREEK #6,Lightning,86.52006531
27304,1928,Unnamed,Miscellaneous,5693.02197266
27305,1928,Unnamed,Miscellaneous,109.57423401
27306,1928,Unnamed,Miscellaneous,244.87602234
27307,1928,Unnamed,Unknown/Unidentified,447.61380005
27308,1928,Unnamed,Unknown/Unidentified,60175.28125
27309,1928,Unnamed,Unknown/Unidentified,1081.42443848
27310,1928,Unnamed,Unknown/Unidentified,6113.88476563
27311,1928,Unnamed,Unknown/Unidentified,665.56103516
27312,1928,Unnamed,Unknown/Unidentified,13172.70117188
27313,1928,Unnamed,Unknown/Unidentified,49.13082886
27314,1928,Unnamed,Unknown/Unidentified,84.94731903
27315,1928,Unnamed,Unknown/Unidentified,77.23995972
27316,1928,Unnamed,Unknown/Unidentified,623.11804199
27317,1928,CAMPER FLAT,Miscellaneous,9.7367239
27318,1928,HARRISON HILL,Unknown/Unidentified,50.91507721
27319,1928,Unnamed,Miscellaneous,83.12958527
27320,1928,Unnamed,Miscellaneous,133.67105103
27321,1928,Unnamed,Unknown/Unidentified,2264.33154297
27322,1928,Unnamed,Unknown/Unidentified,773.57904053
27323,1928,Unnamed,Lightning,104.2326889
27324,1928,Unnamed,Unknown/Unidentified,65.02977753
27325,1928,Unnamed,Unknown/Unidentified,159.23814392
27326,1928,Unnamed,Unknown/Unidentified,224.3835907
27327,1928,Unnamed,Unknown/Unidentified,160.74186707
27328,1928,Unnamed,Unknown/Unidentified,177.85577393
27329,1928,Unnamed,Lightning,94.19363403
27330,1928,Unnamed,Miscellaneous,657.39508057
27331,1928,Unnamed,Miscellaneous,339.46844482
27332,1928,Unnamed,Miscellaneous,9596.28515625
27333,1928,Unnamed,Miscellaneous,338.40734863
27334,1928,SPANISH RANCH,Miscellaneous,1395.01708984
27335,1928,KIBBY PEAK,Miscellaneous,2955.24047852
27336,1928,Unnamed,Miscellaneous,803.1572876
27337,1928,Unnamed,Miscellaneous,39.68636703
27338,1928,Unnamed,Unknown/Unidentified,1006.52856445
27339,1928,Unnamed,Unknown/Unidentified,231.16929626
27340,1928,Unnamed,Lightning,42.55197144
27341,1928,Unnamed,Lightning,184.75018311
27342,1928,SECTION 22,Lightning,33.82855988
27343,1928,HOMESTEAD,Lightning,35.91378021
27344,1957,Unnamed,Unknown/Unidentified,154.60232544
27345,1957,MORSE,Unknown/Unidentified,2474.32397461
27346,1957,ARBUCKLE #2,Unknown/Unidentified,2138.66186523
27347,1984,Unnamed,Equipment Use,51.57696533
27348,1984,MARY FIRE,Unknown/Unidentified,327.52893066
27349,1984,TEXAS CANYON FIRE,Unknown/Unidentified,191.16351318
27350,1984,EARLY FIRE,Unknown/Unidentified,42.9082756
27351,1984,VISTA FIRE,Unknown/Unidentified,374.34707642
27352,1984,LUMBER FIRE,Unknown/Unidentified,499.06512451
27353,1984,QUARRY FIRE,Unknown/Unidentified,392.05957031
27354,1991,LEARY,Miscellaneous,38.23728943
27355,1991,Unnamed,Unknown/Unidentified,2.98735523
27356,1992,BARNETT,Arson,357.73175049
27357,1992,CHINESE CAMP #1,Arson,348.27297974
27358,1992,HAIBACH,Equipment Use,442.89266968
27359,1999,PCT,Miscellaneous,16.36359787
27360,1999,GOOSE,Lightning,30.04130745
27361,1999,MRC #5,Debris,64.60571289
27362,1999,MRC #3,Debris,22.42134666
27363,1999,BANNER,Vehicle,7.06558228
27364,1936,Unnamed,Lightning,738.91101074
27365,1936,Unnamed,Unknown/Unidentified,1479.54711914
27366,1936,Unnamed,Unknown/Unidentified,101.3000946
27367,1936,Unnamed,Unknown/Unidentified,84.70308685
27368,1936,Unnamed,Unknown/Unidentified,107.71807098
27369,1936,Unnamed,Unknown/Unidentified,89.9697876
27370,1937,TUNA NO. 49,Unknown/Unidentified,175.86921692
27371,1937,AMERICAN LEGION #38,Unknown/Unidentified,133.94665527
27372,1937,BLAST FIRE,Unknown/Unidentified,92.07234192
27373,1937,BOUQUET FIRE NO. 67,Unknown/Unidentified,2030.83325195
27374,1937,Unnamed,Unknown/Unidentified,123.90892792
27375,1937,Unnamed,Unknown/Unidentified,10.57463551
27376,1937,Unnamed,Miscellaneous,288.46191406
27377,1937,Unnamed,Miscellaneous,77.22359467
27378,1937,Unnamed,Unknown/Unidentified,960.05169678
27379,1937,DENNISON,Unknown/Unidentified,29.34692574
27380,1937,Unnamed,Unknown/Unidentified,265.96191406
27381,1937,Unnamed,Unknown/Unidentified,64.09682465
27382,1937,POWER HOUSE,Miscellaneous,74.23508453
27383,1937,Unnamed,Miscellaneous,9.51881218
27384,1940,Unnamed,Unknown/Unidentified,223.80136108
27385,1973,BIGHORN,Lightning,426.90356445
27386,1973,TAMARANCHO,Unknown/Unidentified,202.41723633
27387,1922,Unnamed,Miscellaneous,160.3540802
27388,1920,Unnamed,Miscellaneous,318.65060425
27389,1927,Unnamed,Unknown/Unidentified,294.02059937
27390,1921,Unnamed,Unknown/Unidentified,417.88806152
27391,1922,Unnamed,Unknown/Unidentified,397.57067871
27392,1921,Unnamed,Unknown/Unidentified,2910.87329102
27393,1980,MARRON VALLEY,Unknown/Unidentified,85.15666199
27394,1980,OTAY #12,Miscellaneous,168.31082153
27395,1980,OTAY #21,Miscellaneous,133.0458374
27396,1980,Unnamed,Arson,116.33239746
27397,1980,Unnamed,Unknown/Unidentified,518.27746582
27398,1954,INDIAN VILLAGE FIRE,Unknown/Unidentified,691.20727539
27399,1954,KERN COUNTY LAND CO.,Unknown/Unidentified,423.85089111
27400,1954,BLUE GOAT,Miscellaneous,699.53204346
27401,1954,HEILMAN,Unknown/Unidentified,819.98895264
27402,1954,DEVIL,Miscellaneous,13094.4375
27403,1954,SAN CLEMENTE,Miscellaneous,2357.98388672
27404,1954,ARGYLE-ARMY,Unknown/Unidentified,474.65985107
27405,1949,CITURS NO. 174,Unknown/Unidentified,517.08483887
27406,1949,Unnamed,Unknown/Unidentified,19.08673096
27407,1949,SAVAGE CYN,Unknown/Unidentified,1681.41992188
27408,1949,CLARK NO. 81,Unknown/Unidentified,445.8682251
27409,1949,VEJAR NO. 168,Unknown/Unidentified,122.32928467
27410,1949,RICHARDS NO. 179,Unknown/Unidentified,305.77175903
27411,1949,GRIFFITH PARK,Unknown/Unidentified,41.24845886
27412,1949,Unnamed,Miscellaneous,44.12968063
27413,1949,Unnamed,Unknown/Unidentified,798.05975342
27414,1949,Unnamed,Unknown/Unidentified,3653.35083008
27415,1949,Unnamed,Miscellaneous,234.82554626
27416,1949,Unnamed,Miscellaneous,2081.31835938
27417,1949,Unnamed,Unknown/Unidentified,912.84436035
27418,1949,Unnamed,Unknown/Unidentified,760.48937988
27419,1949,Unnamed,Unknown/Unidentified,5664.56347656
27420,1949,Unnamed,Unknown/Unidentified,1653.94934082
27421,1949,Unnamed,Unknown/Unidentified,8816.58789063
27422,1949,Unnamed,Unknown/Unidentified,1417.75537109
27423,1949,FREEMAN #2,Unknown/Unidentified,245.6900177
27424,1949,SIBSON,Unknown/Unidentified,468.54641724
27425,1949,GOAT RIDGE,Unknown/Unidentified,222.19725037
27426,1949,LOOKOUT RANCH,Unknown/Unidentified,93.58336639
27427,1949,STIMPLE,Unknown/Unidentified,2677.35986328
27428,1949,FOLSOM,Unknown/Unidentified,88.13941956
27429,1949,ALLEN THORPE,Unknown/Unidentified,314.73092651
27430,1949,FREEMAN,Unknown/Unidentified,648.56225586
27431,1949,JOHNSON,Unknown/Unidentified,594.26263428
27432,1949,HANLON #2,Unknown/Unidentified,297.9291687
27433,1949,HULBERT,Unknown/Unidentified,375.39050293
27434,1949,HAANLON,Unknown/Unidentified,775.1663208
27435,1924,Unnamed,Unknown/Unidentified,105.35646057
27436,1924,Unnamed,Unknown/Unidentified,114.03140259
27437,1924,Unnamed,Unknown/Unidentified,1769.96142578
27438,1949,HAANLON,Unknown/Unidentified,111.67787933
27439,1949,MCDOUGALD,Unknown/Unidentified,160.77560425
27440,1949,L. MAURAGARI,Unknown/Unidentified,322.9223938
27441,1949,J. BIAGGI,Unknown/Unidentified,44.47399521
27442,1949,J. BIAGGI,Unknown/Unidentified,1100.56835938
27443,1949,RED MOUNTAIN,Unknown/Unidentified,1333.23046875
27444,1949,Unnamed,Lightning,68.65548706
27445,1949,Unnamed,Miscellaneous,51.68859482
27446,1959,CHILES MILL,Unknown/Unidentified,306.80633545
27447,1959,COUNTY ROADSIDE #10,Unknown/Unidentified,965.29431152
27448,1959,COUNTY ROADSIDE #13,Unknown/Unidentified,1078.18469238
27449,1959,COUNTY ROADSIDE #9,Unknown/Unidentified,690.80273438
27450,1959,COW AND CALF,Unknown/Unidentified,1273.10510254
27451,1959,DAFFODIL HILL,Unknown/Unidentified,408.22177124
27452,1959,DUNLAP,Unknown/Unidentified,299.13891602
27453,1959,E. BRYANT,Unknown/Unidentified,297.30764771
27454,1959,E. REYNOLDS,Unknown/Unidentified,276.45388794
27455,1959,G. HEIBEL,Unknown/Unidentified,1411.60083008
27456,1998,COUNTRY,Arson,1111.68530273
27457,1998,STATE 1179,Equipment Use,640.23779297
27458,1998,LEWIN FIRE,Equipment Use,109.4812088
27459,1998,JUNIPER,Lightning,5977.07568359
27460,1998,WEIRICK,Lightning,2429.38769531
27461,1998,TAYLOR,Equipment Use,2055.59204102
27462,1992,ISHI,Equipment Use,3.9830749
27463,1992,BEN,Lightning,295.07659912
27464,1992,PANTHER,Smoking,362.04232788
27465,1992,BURTON,Equipment Use,5914.50976563
27466,1992,DRY,Miscellaneous,819.74633789
27467,1992,HONCUT,Arson,410.81112671
27468,1992,HONCUT,Miscellaneous,347.71594238
27469,2001,ELDER,Unknown/Unidentified,30.15665245
27470,2001,MANSVILLE,Equipment Use,80.0460434
27471,1981,FRIANT,Unknown/Unidentified,1079.29724121
27472,1981,GILL,Arson,716.96618652
27473,1981,OAT CREEK,Equipment Use,592.60400391
27474,1981,RABBIT HILL,Unknown/Unidentified,821.09454346
27475,1981,SWATHER,Unknown/Unidentified,884.6137085
27476,1981,YOSEMITE LAKES,Unknown/Unidentified,455.05923462
27477,1981,CULP,Miscellaneous,1113.35961914
27478,1981,PALA #3,Playing with Fire,104.4490509
27479,1981,STARR,Equipment Use,230.11999512
27480,1986,Unnamed,Unknown/Unidentified,231.51287842
27481,1986,Unnamed,Miscellaneous,729.23327637
27482,1986,CHASE,Unknown/Unidentified,311.46844482
27483,1986,CHOW,Unknown/Unidentified,538.44439697
27484,1986,COULTERVILLE,Unknown/Unidentified,711.0569458
27485,1986,DAULTON,Unknown/Unidentified,243.27146912
27486,1986,CHARIOT,Miscellaneous,55.46212006
27487,1986,ASSIST #118,Miscellaneous,43.05319595
27488,1986,ASSIST #65,Miscellaneous,107.56099701
27489,1986,SYCAMORE #2,Unknown/Unidentified,34.14332962
27490,1986,DOGPATCH #6,Arson,85.10533142
27491,1986,TECATE#18,Miscellaneous,300.98931885
27492,1986,TECATE,Miscellaneous,32.41725159
27493,1986,HARMONY,Miscellaneous,41.04829407
27494,1986,ASSIST #114,Miscellaneous,68.54019165
27495,1986,FLINN,Playing with Fire,605.13470459
27496,1986,PROCTOR,Unknown/Unidentified,235.34335327
27497,1929,Unnamed,Unknown/Unidentified,107.03373718
27498,1929,Unnamed,Unknown/Unidentified,746.31610107
27499,1930,Unnamed,Unknown/Unidentified,398.91470337
27500,1930,Unnamed,Miscellaneous,154.03855896
27501,1986,DALEY #3,Unknown/Unidentified,347.33691406
27502,1986,OTAY #10,Unknown/Unidentified,69.80072784
27503,1986,Unnamed,Miscellaneous,52.67733383
27504,1986,Unnamed,Equipment Use,95.14955902
27505,1960,CHALK MOUNTAIN,Unknown/Unidentified,1441.08825684
27506,1960,CREAGER,Unknown/Unidentified,722.79431152
27507,1960,GRIZZLY CREEK,Unknown/Unidentified,411.83401489
27508,1960,MEYER,Unknown/Unidentified,3801.03564453
27509,1960,MORRISON,Unknown/Unidentified,537.75799561
27510,1960,NAPA SODA SPRINGS,Unknown/Unidentified,2244.82373047
27511,1960,NEWNAN LIGHTNING #9,Unknown/Unidentified,739.26824951
